SourceGene	TargetGene	PathwayType	Interaction
AKT2	MDM2	signaling	activate
AKT2	PRKAG1	signaling	activate
AKT2	ATF2	signaling	activate
AKT2	CREB3L3	signaling	activate
AKT2	CREB3L4	signaling	activate
AKT2	NFKBIA	signaling	activate
AKT2	RELA	signaling	activate
AKT2	ADCY2	signaling	activate
AKT2	JUN	signaling	inhibit
AKT2	ADCY9	signaling	activate
AKT2	BAD	signaling	inhibit
AKT2	NOS3	signaling	activate
AKT2	MAP2K4	signaling	inhibit
AKT2	ADCY4	signaling	activate
AKT2	RAF1	signaling	inhibit
AKT2	MAP3K8	signaling	activate
AKT2	CREB3L2	signaling	activate
AKT2	MAPK3	signaling	activate
AKT2	NFKB1	signaling	activate
AKT2	ADCY3	signaling	activate
AKT2	BIRC2	signaling	activate
AKT2	PRKAB1	signaling	activate
AKT2	NOS1	signaling	activate
AKT2	CREB1	signaling	activate
AKT2	CREB3L1	signaling	activate
AKT2	RPTOR	signaling	activate
AKT2	VEGFA	signaling	activate
AKT2	GSK3A	signaling	inhibit
AKT2	PRKAA2	signaling	activate
AKT2	RPS6KB1	signaling	activate
AKT2	ADCY1	signaling	activate
AKT2	MAPK1	signaling	activate
AKT2	NOS2	signaling	activate
AKT2	PRKAB2	signaling	activate
AKT2	BCL2L1	signaling	activate
AKT2	RPS6KB2	signaling	activate
AKT2	ADCY8	signaling	activate
AKT2	ADCY5	signaling	activate
AKT2	PRKAA1	signaling	activate
AKT2	ADCY6	signaling	activate
AKT2	PRKAG2	signaling	activate
AKT2	EP300	signaling	activate
AKT2	STK4	signaling	inhibit
AKT2	HSPB1	signaling	inhibit
AKT2	PPARGC1A	signaling	inhibit
AKT2	ESR1	signaling	activate
AKT2	STK3	signaling	inhibit
AKT2	FOXO	signaling	inhibit
AKT2	BRAF	signaling	inhibit
AKT2	EZR	signaling	activate
AKT2	CTNNB1	signaling	activate
AKT2	SH3RF1	signaling	inhibit
AKT2	HTRA2	signaling	inhibit
PRKACA	EHMT1	regulatory	express
PRKACA	EHMT2	regulatory	express
PRKACA	IRS1	regulatory	repress
PRKACA	SUFU	signaling	activate
PRKACA	GLI2	signaling	inhibit
PRKACA	GLI3	signaling	inhibit
PRKACA	OR2H2	signaling	inhibit
PRKACA	OR1F1	signaling	inhibit
PRKACA	PLN	signaling	modulate
PRKACA	OR4D9	signaling	inhibit
PRKACA	OR4N5	signaling	inhibit
PRKACA	OR2AT4	signaling	inhibit
PRKACA	OR10H2	signaling	inhibit
PRKACA	GNB4	signaling	activate
PRKACA	OR13C8	signaling	inhibit
PRKACA	OR10X1	signaling	inhibit
PRKACA	OR5F1	signaling	inhibit
PRKACA	OR2B11	signaling	inhibit
PRKACA	NFATC1	signaling	inhibit
PRKACA	OR5B3	signaling	inhibit
PRKACA	GRIA1	signaling	activate
PRKACA	OR10H4	signaling	inhibit
PRKACA	OR6C74	signaling	inhibit
PRKACA	OR6C65	signaling	inhibit
PRKACA	OR8B3	signaling	inhibit
PRKACA	OR6K6	signaling	inhibit
PRKACA	OR56A4	signaling	inhibit
PRKACA	OR10R2	signaling	inhibit
PRKACA	OR2T5	signaling	inhibit
PRKACA	OR52B4	signaling	inhibit
PRKACA	OR2L13	signaling	inhibit
PRKACA	OR4E2	signaling	inhibit
PRKACA	OR56A5	signaling	inhibit
PRKACA	OR10G3	signaling	inhibit
PRKACA	OR2B3	signaling	inhibit
PRKACA	ADCY1	signaling	activate
PRKACA	GNG8	signaling	activate
PRKACA	ATP1A1	signaling	activate
PRKACA	ATP1A4	signaling	activate
PRKACA	OR6C1	signaling	inhibit
PRKACA	ULK1	signaling	inhibit
PRKACA	SIK2	signaling	inhibit
PRKACA	OR10H5	signaling	inhibit
PRKACA	OR6B3	signaling	inhibit
PRKACA	ITPR2	signaling	inhibit
PRKACA	TRPV1	signaling	activate
PRKACA	OR10G4	signaling	inhibit
PRKACA	OR12D3	signaling	inhibit
PRKACA	OR4X2	signaling	inhibit
PRKACA	OR6C75	signaling	inhibit
PRKACA	OR14A16	signaling	inhibit
PRKACA	KCNJ6	signaling	inhibit
PRKACA	OR52L1	signaling	inhibit
PRKACA	OR4L1	signaling	inhibit
PRKACA	NDUFB6	signaling	inhibit
PRKACA	OR5M8	signaling	inhibit
PRKACA	OR1N2	signaling	inhibit
PRKACA	GNG2	signaling	activate
PRKACA	OR10Z1	signaling	inhibit
PRKACA	OR1J2	signaling	inhibit
PRKACA	OR2T2	signaling	inhibit
PRKACA	OR52B6	signaling	inhibit
PRKACA	OR11H1	signaling	inhibit
PRKACA	OR4P4	signaling	inhibit
PRKACA	PDE3A	signaling	modulate
PRKACA	KCNE1	signaling	activate
PRKACA	GNGT1	signaling	activate
PRKACA	OR10G9	signaling	inhibit
PRKACA	OR8H3	signaling	inhibit
PRKACA	OR5D14	signaling	inhibit
PRKACA	OR8J1	signaling	inhibit
PRKACA	OR5M3	signaling	inhibit
PRKACA	KCNMB4	signaling	activate
PRKACA	OR5AR1	signaling	inhibit
PRKACA	OR5K1	signaling	inhibit
PRKACA	OR6B1	signaling	inhibit
PRKACA	OR4F17	signaling	inhibit
PRKACA	OR11G2	signaling	inhibit
PRKACA	CREB5	signaling	activate
PRKACA	OR10V1	signaling	inhibit
PRKACA	CACNG3	signaling	activate
PRKACA	KCNJ5	signaling	inhibit
PRKACA	ADCY9	signaling	activate
PRKACA	OR4C11	signaling	inhibit
PRKACA	OR4S1	signaling	inhibit
PRKACA	GYS2	signaling	inhibit
PRKACA	NDUFS8	signaling	inhibit
PRKACA	GNG5	signaling	activate
PRKACA	OR52E6	signaling	inhibit
PRKACA	OR2A2	signaling	inhibit
PRKACA	CACNA1F	signaling	activate
PRKACA	OR6C2	signaling	inhibit
PRKACA	OR2F1	signaling	inhibit
PRKACA	OR4F16	signaling	inhibit
PRKACA	OR51A4	signaling	inhibit
PRKACA	OR4D10	signaling	inhibit
PRKACA	LIPE	signaling	inhibit
PRKACA	OR5B12	signaling	inhibit
PRKACA	GNG3	signaling	activate
PRKACA	OR8U8	signaling	inhibit
PRKACA	ND1	signaling	inhibit
PRKACA	OR4C46	signaling	inhibit
PRKACA	OR2V2	signaling	inhibit
PRKACA	PLIN1	signaling	activate
PRKACA	OR4F29	signaling	inhibit
PRKACA	CREB1	signaling	activate
PRKACA	OR5K2	signaling	inhibit
PRKACA	ATP1B1	signaling	activate
PRKACA	GNGT2	signaling	activate
PRKACA	CREB3L1	signaling	activate
PRKACA	GNG10	signaling	activate
PRKACA	KCNJ3	signaling	modulate
PRKACA	OR9A4	signaling	inhibit
PRKACA	CREM	signaling	activate
PRKACA	OR2L8	signaling	inhibit
PRKACA	OR10K1	signaling	inhibit
PRKACA	OR4D11	signaling	inhibit
PRKACA	OR2H1	signaling	inhibit
PRKACA	KCNJ9	signaling	inhibit
PRKACA	OR2B2	signaling	inhibit
PRKACA	CACNG6	signaling	activate
PRKACA	OR1L8	signaling	inhibit
PRKACA	OR2AG1	signaling	inhibit
PRKACA	ULK2	signaling	inhibit
PRKACA	OR2F2	signaling	inhibit
PRKACA	NDUFC2	signaling	inhibit
PRKACA	CREB3L4	signaling	activate
PRKACA	PRKAA2	signaling	inhibit
PRKACA	NDUFA2	signaling	inhibit
PRKACA	OR8S1	signaling	inhibit
PRKACA	OR6M1	signaling	inhibit
PRKACA	OR51F2	signaling	inhibit
PRKACA	OR9Q2	signaling	inhibit
PRKACA	CACNG2	signaling	activate
PRKACA	OR6C4	signaling	inhibit
PRKACA	OR13C4	signaling	inhibit
PRKACA	OR10AG1	signaling	inhibit
PRKACA	OR8U9	signaling	inhibit
PRKACA	OR11L1	signaling	inhibit
PRKACA	NDUFB5	signaling	inhibit
PRKACA	ITPR1	signaling	modulate
PRKACA	OR5L2	signaling	inhibit
PRKACA	OR1D2	signaling	inhibit
PRKACA	OR2T3	signaling	inhibit
PRKACA	GRIN2A	signaling	activate
PRKACA	OR2T6	signaling	inhibit
PRKACA	OR10J1	signaling	inhibit
PRKACA	OR5M1	signaling	inhibit
PRKACA	ATP1A3	signaling	activate
PRKACA	OR13C2	signaling	inhibit
PRKACA	OR9A2	signaling	inhibit
PRKACA	OR2V1	signaling	inhibit
PRKACA	OR8K3	signaling	inhibit
PRKACA	OR6Y1	signaling	inhibit
PRKACA	PDX1	signaling	activate
PRKACA	OR1L3	signaling	inhibit
PRKACA	VASP	signaling	activate
PRKACA	KCNK2	signaling	inhibit
PRKACA	OR5AS1	signaling	inhibit
PRKACA	CACNB4	signaling	activate
PRKACA	OR10J5	signaling	inhibit
PRKACA	GRIN2D	signaling	activate
PRKACA	NFKBIA	signaling	activate
PRKACA	OR5AN1	signaling	inhibit
PRKACA	OR51G2	signaling	inhibit
PRKACA	OR6V1	signaling	inhibit
PRKACA	OR8D4	signaling	inhibit
PRKACA	NDUFB7	signaling	inhibit
PRKACA	MAP2K1	signaling	activate
PRKACA	OR1S1	signaling	inhibit
PRKACA	OR7D4	signaling	inhibit
PRKACA	CACNA1D	signaling	activate
PRKACA	OR51A7	signaling	inhibit
PRKACA	CACNA1C	signaling	activate
PRKACA	ATF4	signaling	activate
PRKACA	PDE4B	signaling	activate
PRKACA	ADCY3	signaling	activate
PRKACA	OR5M10	signaling	inhibit
PRKACA	OR2L5	signaling	inhibit
PRKACA	GNG11	signaling	activate
PRKACA	GNB5	signaling	activate
PRKACA	GABARAP	signaling	inhibit
PRKACA	PFKFB1	signaling	activate
PRKACA	OR2M7	signaling	inhibit
PRKACA	OR5P2	signaling	inhibit
PRKACA	PRKAA1	signaling	modulate
PRKACA	OR12D2	signaling	inhibit
PRKACA	OR4D5	signaling	inhibit
PRKACA	OR2Y1	signaling	inhibit
PRKACA	FOXO3	signaling	inhibit
PRKACA	GABARAPL1	signaling	inhibit
PRKACA	OR1D5	signaling	inhibit
PRKACA	OR1K1	signaling	inhibit
PRKACA	OR2S2	signaling	inhibit
PRKACA	OR6X1	signaling	inhibit
PRKACA	OR2J3	signaling	inhibit
PRKACA	OR9G9	signaling	inhibit
PRKACA	OR52R1	signaling	inhibit
PRKACA	FOXO1	signaling	inhibit
PRKACA	OR5D18	signaling	inhibit
PRKACA	NDUFA4L2	signaling	inhibit
PRKACA	OR4C13	signaling	inhibit
PRKACA	OR1E2	signaling	inhibit
PRKACA	ESR2	signaling	activate
PRKACA	RASGRF2	signaling	activate
PRKACA	OR10H1	signaling	inhibit
PRKACA	OR5H15	signaling	inhibit
PRKACA	OR8U1	signaling	inhibit
PRKACA	OR52H1	signaling	inhibit
PRKACA	PRKAB1	signaling	activate
PRKACA	OR6C3	signaling	inhibit
PRKACA	GRIN3A	signaling	activate
PRKACA	OR4C15	signaling	inhibit
PRKACA	OR2A42	signaling	inhibit
PRKACA	OR4X1	signaling	inhibit
PRKACA	CFTR	signaling	activate
PRKACA	OR6C68	signaling	inhibit
PRKACA	RYR2	signaling	activate
PRKACA	OR10H3	signaling	inhibit
PRKACA	OR2A12	signaling	inhibit
PRKACA	OR51Q1	signaling	inhibit
PRKACA	GRIA4	signaling	activate
PRKACA	OR7G2	signaling	inhibit
PRKACA	OR11H12	signaling	inhibit
PRKACA	ATF2	signaling	activate
PRKACA	NDUFA11	signaling	inhibit
PRKACA	OR52K2	signaling	inhibit
PRKACA	NR5A1	signaling	activate
PRKACA	OR3A1	signaling	inhibit
PRKACA	RAF1	signaling	inhibit
PRKACA	OR10T2	signaling	inhibit
PRKACA	CREB3L2	signaling	activate
PRKACA	OR2B6	signaling	inhibit
PRKACA	OR51I1	signaling	inhibit
PRKACA	TRPV5	signaling	activate
PRKACA	OR10AD1	signaling	inhibit
PRKACA	GNAO1	signaling	activate
PRKACA	AQP2	signaling	activate
PRKACA	GNB2	signaling	activate
PRKACA	ESR1	signaling	inhibit
PRKACA	OR8J3	signaling	inhibit
PRKACA	OR4C6	signaling	inhibit
PRKACA	OR13C5	signaling	inhibit
PRKACA	OR4C16	signaling	inhibit
PRKACA	GNAI3	signaling	activate
PRKACA	OR2D3	signaling	inhibit
PRKACA	OR52N1	signaling	inhibit
PRKACA	OR6F1	signaling	inhibit
PRKACA	NDUFA8	signaling	inhibit
PRKACA	OR5T1	signaling	inhibit
PRKACA	JUN	signaling	activate
PRKACA	NDUFA7	signaling	inhibit
PRKACA	OR9G4	signaling	inhibit
PRKACA	OR2A7	signaling	inhibit
PRKACA	OR4B1	signaling	inhibit
PRKACA	OR5H1	signaling	inhibit
PRKACA	OR11A1	signaling	inhibit
PRKACA	OR2T27	signaling	inhibit
PRKACA	OR14I1	signaling	inhibit
PRKACA	OR1E1	signaling	inhibit
PRKACA	OR10C1	signaling	inhibit
PRKACA	OR2L2	signaling	inhibit
PRKACA	ATP2B2	signaling	activate
PRKACA	ATP1B4	signaling	activate
PRKACA	CACNA1S	signaling	activate
PRKACA	KCNMB3	signaling	activate
PRKACA	CACNA2D1	signaling	activate
PRKACA	OR52N4	signaling	inhibit
PRKACA	ADCY6	signaling	activate
PRKACA	OR6Q1	signaling	inhibit
PRKACA	OR2AK2	signaling	inhibit
PRKACA	GNAI1	signaling	activate
PRKACA	OR5A1	signaling	inhibit
PRKACA	OR4K13	signaling	inhibit
PRKACA	OR4F4	signaling	inhibit
PRKACA	OR52B2	signaling	inhibit
PRKACA	RPS6KB1	signaling	activate
PRKACA	KCNMB2	signaling	activate
PRKACA	OR2A1	signaling	inhibit
PRKACA	PKM	signaling	inhibit
PRKACA	OR2L3	signaling	inhibit
PRKACA	OR4M2	signaling	inhibit
PRKACA	OR5D13	signaling	inhibit
PRKACA	OR5I1	signaling	inhibit
PRKACA	GYS1	signaling	inhibit
PRKACA	OR56B1	signaling	inhibit
PRKACA	OR3A2	signaling	inhibit
PRKACA	GNG4	signaling	activate
PRKACA	OR6K2	signaling	inhibit
PRKACA	OR14C36	signaling	inhibit
PRKACA	TRPM8	signaling	inhibit
PRKACA	OR1N1	signaling	inhibit
PRKACA	BAX	signaling	inhibit
PRKACA	NDUFV1	signaling	inhibit
PRKACA	OR6S1	signaling	inhibit
PRKACA	OR2T11	signaling	inhibit
PRKACA	OR2T10	signaling	inhibit
PRKACA	OR5H6	signaling	inhibit
PRKACA	GNG7	signaling	activate
PRKACA	OR2T8	signaling	inhibit
PRKACA	ATF3	signaling	activate
PRKACA	ATP1A2	signaling	activate
PRKACA	OR5B17	signaling	inhibit
PRKACA	OR10A4	signaling	inhibit
PRKACA	OR5W2	signaling	inhibit
PRKACA	OR52E2	signaling	inhibit
PRKACA	OR10J3	signaling	inhibit
PRKACA	OR51B6	signaling	inhibit
PRKACA	PRKAG2	signaling	activate
PRKACA	OR2T4	signaling	inhibit
PRKACA	OR6N2	signaling	inhibit
PRKACA	RAP1B	signaling	activate
PRKACA	OR5R1	signaling	inhibit
PRKACA	LOC102723532	signaling	inhibit
PRKACA	OR8D1	signaling	inhibit
PRKACA	OR6T1	signaling	inhibit
PRKACA	OR4K17	signaling	inhibit
PRKACA	SCN1B	signaling	activate
PRKACA	OR10A6	signaling	inhibit
PRKACA	OR1L4	signaling	inhibit
PRKACA	OR2C1	signaling	inhibit
PRKACA	OR2M3	signaling	inhibit
PRKACA	NDUFB1	signaling	inhibit
PRKACA	NDUFA9	signaling	inhibit
PRKACA	OR2A4	signaling	inhibit
PRKACA	GRIN2C	signaling	activate
PRKACA	OR52N2	signaling	inhibit
PRKACA	OR2T34	signaling	inhibit
PRKACA	OR2W1	signaling	inhibit
PRKACA	OR1B1	signaling	inhibit
PRKACA	CACNG5	signaling	activate
PRKACA	OR5B2	signaling	inhibit
PRKACA	GNB1	signaling	activate
PRKACA	OR7A10	signaling	inhibit
PRKACA	ND2	signaling	inhibit
PRKACA	OR5AC2	signaling	inhibit
PRKACA	OR4N2	signaling	inhibit
PRKACA	OR2W3	signaling	inhibit
PRKACA	OR4S2	signaling	inhibit
PRKACA	OR1Q1	signaling	inhibit
PRKACA	OR10A3	signaling	inhibit
PRKACA	FXYD2	signaling	activate
PRKACA	CACNG1	signaling	activate
PRKACA	PRKAB2	signaling	activate
PRKACA	OR7A5	signaling	inhibit
PRKACA	CDC25C	signaling	inhibit
PRKACA	OR52E8	signaling	inhibit
PRKACA	OR51B5	signaling	inhibit
PRKACA	FXYD1	signaling	modulate
PRKACA	OR7E24	signaling	inhibit
PRKACA	ATP1B2	signaling	activate
PRKACA	OR51S1	signaling	inhibit
PRKACA	OR56A3	signaling	inhibit
PRKACA	ADCY5	signaling	activate
PRKACA	NDUFB9	signaling	inhibit
PRKACA	OR5T2	signaling	inhibit
PRKACA	OR2T1	signaling	inhibit
PRKACA	OR11H4	signaling	inhibit
PRKACA	OR4A16	signaling	inhibit
PRKACA	OR51A2	signaling	inhibit
PRKACA	GRIN2B	signaling	activate
PRKACA	OR13A1	signaling	inhibit
PRKACA	OR1I1	signaling	inhibit
PRKACA	OR4D1	signaling	inhibit
PRKACA	OR51T1	signaling	inhibit
PRKACA	OR51G1	signaling	inhibit
PRKACA	OR10W1	signaling	inhibit
PRKACA	ATF6B	signaling	activate
PRKACA	LOC105369274	signaling	inhibit
PRKACA	PDE3B	signaling	activate
PRKACA	ADCY8	signaling	activate
PRKACA	OR2M4	signaling	inhibit
PRKACA	OR8K1	signaling	inhibit
PRKACA	OR52I2	signaling	inhibit
PRKACA	OR4F5	signaling	inhibit
PRKACA	OR2T33	signaling	inhibit
PRKACA	OR2T29	signaling	inhibit
PRKACA	GRIA2	signaling	activate
PRKACA	OR9Q1	signaling	inhibit
PRKACA	NDUFA10	signaling	inhibit
PRKACA	SP1	signaling	activate
PRKACA	OR10P1	signaling	inhibit
PRKACA	OR2J2	signaling	inhibit
PRKACA	OR6C76	signaling	inhibit
PRKACA	OR2D2	signaling	inhibit
PRKACA	MAPK10	signaling	activate
PRKACA	OR5AP2	signaling	inhibit
PRKACA	ND4L	signaling	inhibit
PRKACA	CACNB3	signaling	activate
PRKACA	OR1A2	signaling	inhibit
PRKACA	OR13H1	signaling	inhibit
PRKACA	OR8G2P	signaling	inhibit
PRKACA	OR8G1	signaling	inhibit
PRKACA	OR2A5	signaling	inhibit
PRKACA	SLC8A1	signaling	activate
PRKACA	NDUFS6	signaling	inhibit
PRKACA	OR1M1	signaling	inhibit
PRKACA	OR4K5	signaling	inhibit
PRKACA	MAP2K2	signaling	activate
PRKACA	ITPR3	signaling	inhibit
PRKACA	OR52W1	signaling	inhibit
PRKACA	OR7A17	signaling	inhibit
PRKACA	OR52E4	signaling	inhibit
PRKACA	CACNG7	signaling	activate
PRKACA	ARHGDIG	signaling	activate
PRKACA	PPP1R1A	signaling	activate
PRKACA	OR5M9	signaling	inhibit
PRKACA	OR2M5	signaling	inhibit
PRKACA	CACNA2D3	signaling	activate
PRKACA	OR6C6	signaling	inhibit
PRKACA	NDUFC2-KCTD14	signaling	inhibit
PRKACA	OR52A1	signaling	inhibit
PRKACA	OR2A14	signaling	inhibit
PRKACA	CACNG8	signaling	activate
PRKACA	ATG13	signaling	inhibit
PRKACA	OR5AU1	signaling	inhibit
PRKACA	GRIN3B	signaling	activate
PRKACA	OR7G1	signaling	inhibit
PRKACA	OR13C9	signaling	inhibit
PRKACA	OR2G3	signaling	inhibit
PRKACA	OR4A47	signaling	inhibit
PRKACA	OR4D6	signaling	inhibit
PRKACA	OR4F21	signaling	inhibit
PRKACA	NDUFS3	signaling	inhibit
PRKACA	CREB3L3	signaling	activate
PRKACA	OR7D2	signaling	inhibit
PRKACA	OR1J4	signaling	inhibit
PRKACA	OR2G6	signaling	inhibit
PRKACA	OR5A2	signaling	inhibit
PRKACA	CACNA2D4	signaling	activate
PRKACA	CREB3	signaling	activate
PRKACA	NDUFV2	signaling	inhibit
PRKACA	OR9K2	signaling	inhibit
PRKACA	OR6A2	signaling	inhibit
PRKACA	OR2T12	signaling	inhibit
PRKACA	BRAF	signaling	inhibit
PRKACA	SCN1A	signaling	inhibit
PRKACA	MAPK14	signaling	activate
PRKACA	OR10G8	signaling	inhibit
PRKACA	NCOA3	signaling	activate
PRKACA	NDUFA4	signaling	inhibit
PRKACA	ATP2B3	signaling	activate
PRKACA	OR5H2	signaling	inhibit
PRKACA	OR2K2	signaling	inhibit
PRKACA	PPP4R3A	signaling	activate
PRKACA	OR5C1	signaling	inhibit
PRKACA	ARAF	signaling	inhibit
PRKACA	OR51M1	signaling	inhibit
PRKACA	BAD	signaling	inhibit
PRKACA	RHOA	signaling	inhibit
PRKACA	SCN4B	signaling	activate
PRKACA	OR5H14	signaling	inhibit
PRKACA	NDUFS2	signaling	inhibit
PRKACA	OR52A5	signaling	inhibit
PRKACA	RPS6KB2	signaling	activate
PRKACA	OR10A7	signaling	inhibit
PRKACA	OR2G2	signaling	inhibit
PRKACA	OR51E1	signaling	inhibit
PRKACA	OR10Q1	signaling	inhibit
PRKACA	OR51B4	signaling	inhibit
PRKACA	PDE4C	signaling	activate
PRKACA	OR51D1	signaling	inhibit
PRKACA	ATP2B4	signaling	activate
PRKACA	ADCY7	signaling	activate
PRKACA	OR9G1	signaling	inhibit
PRKACA	OR8B2	signaling	inhibit
PRKACA	MAPK3	signaling	activate
PRKACA	RAP1A	signaling	activate
PRKACA	CACNG4	signaling	activate
PRKACA	OR5D16	signaling	inhibit
PRKACA	OR5AK2	signaling	inhibit
PRKACA	OR52I1	signaling	inhibit
PRKACA	OR4F3	signaling	inhibit
PRKACA	OR13D1	signaling	inhibit
PRKACA	OR5L1	signaling	inhibit
PRKACA	NDUFV3	signaling	inhibit
PRKACA	OR2AP1	signaling	inhibit
PRKACA	OR4E1	signaling	inhibit
PRKACA	OR2AG2	signaling	inhibit
PRKACA	NDUFB4	signaling	inhibit
PRKACA	OR52N5	signaling	inhibit
PRKACA	NDUFA3	signaling	inhibit
PRKACA	OR56B4	signaling	inhibit
PRKACA	OR1L1	signaling	inhibit
PRKACA	OR8B12	signaling	inhibit
PRKACA	SCN7A	signaling	activate
PRKACA	MED1	signaling	activate
PRKACA	OR56A1	signaling	inhibit
PRKACA	OR4Q3	signaling	inhibit
PRKACA	OR5B21	signaling	inhibit
PRKACA	EZR	signaling	activate
PRKACA	GNAI2	signaling	activate
PRKACA	OR8D2	signaling	inhibit
PRKACA	OR6P1	signaling	inhibit
PRKACA	OR7C2	signaling	inhibit
PRKACA	NDUFB8	signaling	inhibit
PRKACA	OR4M1	signaling	inhibit
PRKACA	GNG12	signaling	activate
PRKACA	NDUFB2	signaling	inhibit
PRKACA	OR8K5	signaling	inhibit
PRKACA	OR2M2	signaling	inhibit
PRKACA	OR52D1	signaling	inhibit
PRKACA	OR8H2	signaling	inhibit
PRKACA	NDUFB10	signaling	inhibit
PRKACA	OR4K2	signaling	inhibit
PRKACA	OR10K2	signaling	inhibit
PRKACA	OR1J1	signaling	inhibit
PRKACA	ND4	signaling	inhibit
PRKACA	NDUFA13	signaling	inhibit
PRKACA	CTNNB1	signaling	activate
PRKACA	GABARAPL2	signaling	inhibit
PRKACA	OR8B4	signaling	inhibit
PRKACA	OR51B2	signaling	inhibit
PRKACA	TNNI3	signaling	activate
PRKACA	PPP1R1B	signaling	activate
PRKACA	OR6C70	signaling	inhibit
PRKACA	OR6K3	signaling	inhibit
PRKACA	OR4F15	signaling	inhibit
PRKACA	OR10G2	signaling	inhibit
PRKACA	OR1G1	signaling	inhibit
PRKACA	OR4C12	signaling	inhibit
PRKACA	OR13G1	signaling	inhibit
PRKACA	NDUFA12	signaling	inhibit
PRKACA	OR2Z1	signaling	inhibit
PRKACA	OR9I1	signaling	inhibit
PRKACA	ATP2B1	signaling	activate
PRKACA	SCN5A	signaling	activate
PRKACA	SLC9A1	signaling	activate
PRKACA	OR13F1	signaling	inhibit
PRKACA	OR5J2	signaling	inhibit
PRKACA	ORAI1	signaling	activate
PRKACA	MAPK9	signaling	activate
PRKACA	MYLK2	signaling	inhibit
PRKACA	OR4C45	signaling	inhibit
PRKACA	OR14J1	signaling	inhibit
PRKACA	OR1A1	signaling	inhibit
PRKACA	GRIA3	signaling	activate
PRKACA	RASGRF1	signaling	activate
PRKACA	OR1S2	signaling	inhibit
PRKACA	OR4K14	signaling	inhibit
PRKACA	OR10A2	signaling	inhibit
PRKACA	OR8A1	signaling	inhibit
PRKACA	MAPK1	signaling	activate
PRKACA	GNB3	signaling	activate
PRKACA	OR8G5	signaling	inhibit
PRKACA	OR8H1	signaling	inhibit
PRKACA	OR13J1	signaling	inhibit
PRKACA	OR10G7	signaling	inhibit
PRKACA	NDUFS7	signaling	inhibit
PRKACA	OR13C3	signaling	inhibit
PRKACA	CARM1	signaling	activate
PRKACA	SOX9	signaling	activate
PRKACA	OR51E2	signaling	inhibit
PRKACA	OR3A3	signaling	inhibit
PRKACA	OR4A5	signaling	inhibit
PRKACA	OR5V1	signaling	inhibit
PRKACA	OR51I2	signaling	inhibit
PRKACA	OR8B8	signaling	inhibit
PRKACA	KCNQ1	signaling	activate
PRKACA	GRIN1	signaling	activate
PRKACA	OR4C3	signaling	inhibit
PRKACA	OR51V1	signaling	inhibit
PRKACA	CACNB2	signaling	activate
PRKACA	OR52K1	signaling	inhibit
PRKACA	OR4K1	signaling	inhibit
PRKACA	NDUFS5	signaling	inhibit
PRKACA	MAPK12	signaling	activate
PRKACA	FOS	signaling	activate
PRKACA	MYLK4	signaling	inhibit
PRKACA	OR6B2	signaling	inhibit
PRKACA	AKT1S1	signaling	activate
PRKACA	GNG13	signaling	activate
PRKACA	PTK2	signaling	activate
PRKACA	CACNA2D2	signaling	activate
PRKACA	OR52J3	signaling	inhibit
PRKACA	OR1C1	signaling	inhibit
PRKACA	MAPK8	signaling	activate
PRKACA	OR52M1	signaling	inhibit
PRKACA	NDUFB11	signaling	inhibit
PRKACA	OR5P3	signaling	inhibit
PRKACA	OR5T3	signaling	inhibit
PRKACA	OR10A5	signaling	inhibit
PRKACA	TTF1	signaling	activate
PRKACA	NDUFC1	signaling	inhibit
PRKACA	ADCY4	signaling	activate
PRKACA	OR5K4	signaling	inhibit
PRKACA	OR4K15	signaling	inhibit
PRKACA	ATF1	signaling	activate
PRKACA	OR10S1	signaling	inhibit
PRKACA	PBX1	signaling	activate
PRKACA	OR2AE1	signaling	inhibit
PRKACA	PDE4A	signaling	activate
PRKACA	NDUFA1	signaling	inhibit
PRKACA	MYLK	signaling	inhibit
PRKACA	TTF2	signaling	activate
PRKACA	CACNB1	signaling	activate
PRKACA	OR4A15	signaling	inhibit
PRKACA	OR4D2	signaling	inhibit
PRKACA	PPP4R3B	signaling	activate
PRKACA	NDUFS1	signaling	inhibit
PRKACA	OR51F1	signaling	inhibit
PRKACA	OR4F6	signaling	inhibit
PRKACA	GLI1	signaling	activate
PRKACA	NDUFAB1	signaling	inhibit
PRKACA	OR51L1	signaling	inhibit
PRKACA	OR5M11	signaling	inhibit
PRKACA	OR2C3	signaling	inhibit
PRKACA	MAPK13	signaling	activate
PRKACA	ND6	signaling	inhibit
PRKACA	MYLK3	signaling	inhibit
PRKACA	OR11H6	signaling	inhibit
PRKACA	ATP1B3	signaling	activate
PRKACA	OR5K3	signaling	inhibit
PRKACA	OR7G3	signaling	inhibit
PRKACA	XBP1	signaling	activate
PRKACA	OR6N1	signaling	inhibit
PRKACA	ND3	signaling	inhibit
PRKACA	KCNMB1	signaling	activate
PRKACA	ADCY2	signaling	activate
PRKACA	PPP4C	signaling	activate
PRKACA	PAX8	signaling	activate
PRKACA	OR1L6	signaling	inhibit
PRKACA	PDE4D	signaling	activate
PRKACA	OR8I2	signaling	inhibit
PRKACA	NDUFA6	signaling	inhibit
PRKACA	OR2A25	signaling	inhibit
PRKACA	NDUFA5	signaling	inhibit
PRKACA	NDUFS4	signaling	inhibit
PRKACA	PPARA	signaling	activate
PRKACA	OR7C1	signaling	inhibit
PRKACA	PRKAG1	signaling	activate
